year,rank,brand,value
2019,83,DHL,5987
2019,84,Deere & Company,5883
2019,85,Land Rover,5855
2019,86,Johnson and Johnson,5720
2019,87,UBER,5714
2019,88,Heineken,5626
2019,89,Nintendo,5550
2019,90,MINI,5532
2019,91,Discovery Channel,5525
2019,92,Spotify,5516
2019,93,Kentucky Fried Chicken,5509
2019,94,Tiffany & Co,5335
2019,95,Hennessy,5297
2019,96,Burberry,5205
2019,97,Shell,5105
2019,98,LinkedIn,4836
2019,99,Harley-Davidson,4793
2019,100,Prada,4781
2020,1,Apple,322999
2020,2,Amazon,200667
2020,3,Microsoft,166001
2020,4,Google,165444
2020,5,Samsung,62289
2020,6,Coca-Cola,56894
2020,7,Toyota,51595
2020,8,Mercedes-Benz,49268
2020,9,McDonald's,42816
2020,10,Disney,40773
2020,11,BMW,39756
2020,12,Intel,36971
2020,13,Facebook,35178
2020,14,IBM,34885
2020,15,Nike,34388
2020,16,Cisco,34119
2020,17,Louis Vuitton,31720
2020,18,SAP,28011
2020,19,Instagram,26060
2020,20,Honda,21694
2020,21,Chanel,21203
2020,22,J.P. Morgan,20220
2020,23,American Express,19458
2020,24,UPS,19161
2020,25,IKEA,18870
2020,26,Pepsi,18603
2020,27,Adobe,18206
2020,28,Hermes Paris,17961
2020,29,General Electric,17961
2020,30,YouTube,17328
2020,31,Accenture,16552
2020,32,Gucci,15675
2020,33,Budweiser,15606
2020,34,Pampers,15073
2020,35,ZARA,14862
2020,36,Hyundai ,14295
2020,37,H&M,14008
2020,38,Nescafé,13900
2020,39,Allianz,12935
2020,40,Tesla,12785
2020,41,Netflix,12665
2020,42,Ford,12568
2020,43,L'Oréal,12553
2020,44,Audi,12428
2020,45,Visa,12397
2020,46,eBay,12277
2020,47,VW (Volkswagen),12267
2020,48,AXA,12211
2020,49,Goldman Sachs,12129
2020,50,Adidas,12070
2020,51,Sony,12010
2020,52,Citigroup,11936
2020,53,Philips,11671
2020,54,Gillette,11578
2020,55,Porsche,11301
2020,56,Starbucks,11246
2020,57,MasterCard,11055
2020,58,Salesforce,10755
2020,59,Nissan,10553
2020,60,PayPal,10514
2020,61,Siemens,10512
2020,62,Danone,10340
2020,63,Nestlé,10252
2020,64,HSBC,10118
2020,65,HP,9740
2020,66,Kellogg's,9547
2020,67,3M,9409
2020,68,Colgate,9345
2020,69,Morgan Stanley,8865
2020,70,Spotify,8389
2020,71,Canon,8057
2020,72,Lego,7535
2020,73,Cartier,7494
2020,74,Santander,7474
2020,75,FedEx ,7367
2020,76,Nintendo,7296
2020,77,Hewlett Packard Enterprise,6654
2020,78,Corona,6563
2020,79,Ferrari,6379
2020,80,Huawei,6301
2020,81,DHL,6289
2020,82,Jack Daniel's,6288
2020,83,Dior,5988
2020,84,Caterpillar,5855
2020,85,Panasonic,5844
2020,86,KIA ,5830
2020,87,Johnson and Johnson,5764
2020,88,Heineken,5520
2020,89,Deere & Company,5367
2020,90,LinkedIn,5210
2020,91,Hennessy,5123
2020,92,Kentucky Fried Chicken,5111
2020,93,Land Rover,5077
2020,94,Tiffany & Co,4966
2020,95,MINI,4965
2020,96,UBER,4942
2020,97,Burberry,4809
2020,98,Johnnie Walker,4555
2020,99,Prada,4495
2020,100,Zoom,4481
2021,1,Apple,408251
2021,2,Amazon,249249
2021,3,Microsoft,210191
2021,4,Google,196811
2021,5,Samsung,74635
2021,6,Coca-Cola,57488
2021,7,Toyota,54107
2021,8,Mercedes-Benz,50866
2021,9,McDonald's,45865
2021,10,Disney,44183
2021,11,Nike,42538
2021,12,BMW,41631
2021,13,Louis Vuitton,36766
2021,14,Tesla,36270
2021,15,Facebook,36248
2021,16,Cisco,36228
2021,17,Intel,35761
2021,18,IBM,33257
2021,19,Instagram,32007
2021,20,SAP,30090
2021,21,Adobe,24832
2021,22,Chanel,22109
2021,23,Hermes Paris,21600
2021,24,J.P. Morgan,21401
2021,25,Honda,21315
2021,26,YouTube,20905
2021,27,IKEA,20034
2021,28,Pepsi,19431
2021,29,UPS,19377
2021,30,American Express,19075
2021,31,General Electric,18420
2021,32,Accenture,17758
2021,33,Gucci,16656
2021,34,Allianz,15174
2021,35,Hyundai ,15168
2021,36,Netflix,15036
2021,37,Budweiser,15022
2021,38,Salesforce,14770
2021,39,Visa,14741
2021,40,Nescafé,14466
2021,41,Sony,14445
2021,42,PayPal,14322
2021,43,H&M,14133
2021,44,Pampers,13912
2021,45,ZARA,13503
2021,46,Audi,13474
2021,47,VW (Volkswagen),13423
2021,48,AXA,13408
2021,49,Adidas,13381
2021,50,MasterCard,13065
2021,51,Starbucks,13010
2021,52,Ford,12861
2021,53,L'Oréal,12501
2021,54,Citigroup,12501
2021,55,Goldman Sachs,12491
2021,56,eBay,12285
2021,57,Philips,12088
2021,58,Porsche,11739
2021,59,Nissan,11131
2021,60,Siemens,11047
2021,61,Gillette,10657
2021,62,Nestlé,10646
2021,63,HP,10481
2021,64,HSBC,10317
2021,65,Danone,9846
2021,66,Spotify,9762
2021,67,3M,9702
2021,68,Colgate,9629
2021,69,Morgan Stanley,9380
2021,70,Nintendo,9197
2021,71,Lego,9082
2021,72,Kellogg's,8642
2021,73,Cartier,8161
2021,74,Santander,8100
2021,75,FedEx ,7548
2021,76,Ferrari,7160
2021,77,Dior,7024
2021,78,Corona,6952
2021,79,Canon,6897
2021,80,DHL,6747
2021,81,Jack Daniel's,6537
2021,82,Caterpillar,6503
2021,83,LinkedIn,6368
2021,84,Hewlett Packard Enterprise,6313
2021,85,Huawei,6196
2021,86,KIA ,6087
2021,87,Johnson and Johnson,5937
2021,88,Panasonic,5832
2021,89,Heineken,5720
2021,90,Deere & Company,5616
2021,91,Zoom,5536
2021,92,Tiffany & Co,5484
2021,93,Kentucky Fried Chicken,5428
2021,94,Prada,5416
2021,95,Hennessy,5299
2021,96,MINI,5231
2021,97,Burberry,5195
2021,98,Land Rover,5088
2021,99,UBER,4726
2021,100,Sephora,4628
